EmployeeID,Age,TenureMonths,Department,Gender,PerformanceScore,Satisfaction,Engagement,Motivation,Stress,WorkLifeBalance,OvertimeHours,TrainingHoursLastYear,AbsenteeismDays,PeerRating,ManagerRating,ProjectLoad,Attrition,PromotionReady,WillImprove,tenure_event_months,event_observed,Experience_Years,Age_Category,Performance_Category,Prediction
1510,53,54,Engineering,Male,51.71923625164464,3.2100163643502966,5.0,4.449451453538133,4.04038187417768,3.203246201587754,11.0,38.2,5.6,2.8,3.6,5,0,No,0,13,0,4.5,50+,,No
1511,36,16,Finance,Female,88.76877578090647,3.728405331023445,3.170721726041347,4.07075595049285,4.215612109546766,5.0,3.1,8.7,3.8,3.9,3.0,3,0,No,0,4,0,1.3333333333333333,35-50,,No
1512,37,8,Support,Male,84.67939007147542,4.953454255360657,4.218162279357347,3.7581515704283466,2.810304964262289,1.9085977102022904,0.5,41.1,3.7,2.2,1.5,7,0,No,0,8,0,0.6666666666666666,35-50,,No
1513,43,104,Product,Male,66.50652774883739,4.306436511521359,4.226171213225379,3.671278961919914,3.046736125581304,4.533547543341094,9.3,2.7,9.6,3.9,2.8,2,0,Yes,0,32,0,8.666666666666666,35-50,,No
1514,49,59,Finance,Female,66.85509300246031,3.468025868835914,3.772297842610148,3.976216407689831,2.1224534987698465,1.766551798350403,4.5,18.5,1.2,2.9,4.0,6,0,No,0,9,0,4.916666666666667,35-50,,No
1515,41,57,Engineering,Male,83.48532179794813,3.5095971254613985,3.6062322489393432,3.3253210491524405,2.4573391010259336,2.105510753034146,10.0,22.1,3.0,2.7,3.8,2,0,No,0,32,0,4.75,35-50,,No
1516,54,40,Engineering,Male,93.73267336129136,2.970091041772418,2.768913714850747,4.357231053846569,2.533663319354316,1.790614897375051,7.1,9.4,5.0,2.9,4.4,4,0,No,0,40,0,3.3333333333333335,50+,,No
1517,31,109,Support,Male,77.90611986432414,2.287963286304615,1.5465041348214803,2.8393131505297067,4.24694006783793,3.5253173476059487,0.2,12.5,7.6,4.7,3.9,7,0,No,0,109,0,9.083333333333334,25-35,,No
1518,53,59,Finance,Female,96.18774157162154,2.878829830805294,2.599334364002374,3.3708347921868147,2.956129214189226,2.24367107032164,11.4,29.6,4.7,3.8,4.2,2,0,No,0,28,0,4.916666666666667,50+,,No
1519,54,2,Finance,Female,61.936345913280014,2.8805769797840584,3.248726265799471,4.18888487635682,1.4818270433599914,2.086501645247516,0.2,37.3,5.5,2.8,4.2,6,1,Yes,1,2,1,0.16666666666666666,50+,,Yes
1520,23,94,Support,Female,58.737291315776,4.043665232479085,4.587680418680437,2.793693749316581,3.231354342112004,3.4824908414610425,8.8,5.4,6.3,4.1,3.6,6,0,No,0,23,0,7.833333333333333,<25,,No
1521,54,94,Support,Female,53.93941975075545,2.221761623437673,3.5071847438837622,2.4415931658804,3.880290124622276,3.706597847287221,12.7,22.2,4.3,4.2,3.6,1,0,No,0,1,0,7.833333333333333,50+,,No
1522,54,76,Support,Male,75.64282273864319,4.783922266778284,3.1328768529736664,3.750462140343392,2.828588630678405,3.335864373735293,2.7,18.6,5.7,3.2,1.3,5,0,No,0,20,0,6.333333333333333,50+,,No
1523,34,10,Engineering,Male,69.08557312054602,3.9509643676597817,2.798113102241913,2.342833476442824,4.50721343972699,3.1540027658806022,11.9,21.3,5.6,4.3,3.1,2,0,No,0,10,0,0.8333333333333334,25-35,,No
1524,51,44,Support,Female,66.7489826654682,3.336675429277784,4.191125245658532,2.660957156758511,3.7255086672658977,4.94601866919346,7.4,16.2,1.9,4.3,3.1,3,0,No,0,23,0,3.6666666666666665,50+,,No
1525,54,11,Support,Female,80.79425745977571,3.5823879209482463,4.822521449787545,4.305275294805146,1.9528712701121465,3.431252639617773,10.1,4.5,4.3,4.2,3.5,4,0,No,0,11,0,0.9166666666666666,50+,,No
1526,34,79,Sales,Male,86.3028656247928,2.980433612244907,4.557092149680714,3.536171793915412,2.248567187603598,4.025122326530024,0.0,38.5,0.7,3.0,2.9,1,0,No,0,7,0,6.583333333333333,25-35,,No
1527,47,80,Finance,Female,51.39554743715078,3.672250469134073,4.145534729782622,4.728389559767189,3.1522262814246087,3.4286299131209628,6.3,33.9,3.9,2.6,4.4,2,1,No,0,1,1,6.666666666666667,35-50,,No
1528,43,81,Sales,Male,66.39637847605321,4.78282084891258,2.271948528255354,2.736148527250036,1.2018107619733926,2.3119113405707843,3.4,18.8,2.5,2.1,2.9,5,0,No,1,81,0,6.75,35-50,,No
1529,23,90,Product,Male,77.91528652505878,2.655490027123594,3.2834931814406056,3.6248381074941727,3.4423567374706145,3.794898913711815,15.3,14.1,7.1,3.0,4.5,3,0,No,0,15,0,7.5,<25,,No
1530,59,2,Engineering,Male,67.03916485450931,2.1645452751694667,5.0,4.019667642566208,1.1804175727453514,2.709782419677187,7.1,12.7,4.7,3.2,2.8,6,0,No,0,2,0,0.16666666666666666,50+,,No
1531,47,50,Finance,Male,57.63713308887098,3.996003236522068,4.609755442723703,2.7635880558968733,3.881433455564509,3.2181124757646877,2.9,11.0,5.4,3.3,3.1,2,0,No,0,31,0,4.166666666666667,35-50,,No
1532,36,12,Engineering,Female,80.76145263041658,3.641474921525045,2.2162471035887474,4.5254095235997,3.719273684791708,3.5748624137040834,0.6,24.2,3.4,3.5,3.1,5,0,No,0,12,0,1.0,35-50,,No
1533,55,115,Support,Female,53.530437278169856,2.23208399442156,3.549968529120656,4.108543106532832,3.48478136091507,1.552723739802021,9.0,29.4,7.2,4.9,3.2,2,0,No,0,11,0,9.583333333333334,50+,,No
1534,32,90,Engineering,Male,67.49175672870463,2.7734903837387286,3.926788589394935,2.4125703306500528,2.4541216356476885,1.851448088497444,16.5,21.7,0.8,3.2,4.5,1,0,Yes,1,27,0,7.5,25-35,,No
1535,24,23,Engineering,Male,73.60359435077292,2.5436653022578284,2.9140573832764023,3.66980656303312,3.1482028246135387,4.118513255247807,8.9,19.0,1.3,3.5,3.3,4,0,No,0,15,0,1.9166666666666667,<25,,No
1536,27,18,HR,Female,63.6147549750293,2.7390743540929483,1.5217163807320362,4.008765389006906,2.7426225124853505,2.70262819806095,22.8,21.6,7.9,2.0,3.4,7,0,No,0,18,0,1.5,25-35,,No
1537,30,62,Product,Male,80.72963055490014,3.2760395375763225,3.688941640514789,3.227954661177554,1.8351847225499336,2.745310209802025,3.3,9.8,2.7,5.0,3.0,5,0,No,0,7,0,5.166666666666667,25-35,,No
1538,27,96,Engineering,Female,63.165486023542826,3.230864147484964,2.8910175681416046,2.516108075592949,2.517256988228589,3.449794557633738,2.8,14.0,2.4,2.4,3.4,4,0,No,0,26,0,8.0,25-35,,No
1539,30,113,Engineering,Male,85.88746892701582,2.6982665144577256,2.8945424348237845,3.922767031557928,3.506265536492095,2.9528946625903174,0.4,18.0,8.4,2.9,3.8,4,0,No,0,2,0,9.416666666666666,25-35,,No
1540,52,62,Support,Female,68.58437161433648,2.673164051575308,3.280787676062318,5.0,2.9578141928317607,3.6758295434785104,5.7,28.4,7.2,4.1,3.4,6,1,No,0,62,1,5.166666666666667,50+,,No
1541,53,38,HR,Male,75.55058015173115,3.005009167460455,3.4796916768106696,3.390412720673848,4.274709924134423,3.25399039014026,1.2,36.5,6.1,3.7,3.5,7,0,No,0,36,0,3.1666666666666665,50+,,No
1542,33,111,Product,Male,77.84843892103945,3.50632445393752,3.5918254853138825,4.955392945027767,3.575780539480274,3.4787426551624034,0.5,17.3,4.3,4.8,4.4,3,0,No,0,103,0,9.25,25-35,,No
1543,29,67,Engineering,Male,60.23461837218876,3.013799841549313,2.804409090970198,3.0981689425908256,3.632690813905618,2.6683274487819726,8.7,7.5,9.0,4.1,3.8,7,0,No,0,33,0,5.583333333333333,25-35,,No
1544,29,38,Finance,Male,48.921853098891205,4.847806005758143,3.4018114233293306,3.8724365080079615,1.239073450554396,3.4742353409528346,2.4,20.4,7.8,3.4,2.7,5,0,No,0,8,0,3.1666666666666665,25-35,,No
1545,49,67,Engineering,Male,75.19831706031056,4.000461493944078,2.0183189666375205,4.317218024700896,2.550841469844721,4.294580178151899,1.8,44.1,8.6,4.3,3.5,3,0,No,0,24,0,5.583333333333333,35-50,,No
1546,41,94,Engineering,Female,72.3247448208684,2.016010004706434,3.8799351588312714,3.693269067222908,1.7876275895658005,2.789026605497221,2.6,8.5,6.1,4.4,3.2,6,0,No,1,40,0,7.833333333333333,35-50,,No
1547,28,61,Finance,Male,77.3380057592478,3.996578197357439,1.0293521279929585,3.461811480895016,2.680997120376096,4.123786470244936,3.2,30.6,4.4,3.0,4.0,7,0,No,0,17,0,5.083333333333333,25-35,,No
1548,32,1,Finance,Male,68.64255224784631,4.131235401174056,3.3394589276097424,4.280902017080299,2.3287238760768427,3.253595713509616,11.1,36.0,2.8,4.3,3.7,4,0,No,0,1,0,0.08333333333333333,25-35,,No
1549,41,94,Support,Female,65.93920990611588,3.0757057748345,4.427267538309258,5.0,2.430395046942061,3.961033490380144,0.4,15.7,0.2,3.3,4.5,7,0,No,0,7,0,7.833333333333333,35-50,,No
1550,37,45,Sales,Female,91.34967453525228,1.7985280028407669,2.6465933814526563,3.940469539711305,3.8751627323738496,3.4158941865178,0.7,11.6,5.5,3.4,3.0,1,0,No,0,45,0,3.75,35-50,,No
1551,25,96,Sales,Female,51.40950014198833,3.366279270060261,4.24478718329166,3.2871518587757222,3.4452499290058336,3.269930171911866,8.5,26.9,5.8,3.6,3.4,1,1,No,1,87,1,8.0,<25,,No
1552,27,28,Sales,Female,76.79377114203673,3.2668241841705106,4.640159440908803,3.5481987541922537,4.003114428981634,3.614756713868729,9.8,24.2,3.0,3.2,2.7,2,0,No,0,14,0,2.3333333333333335,25-35,,No
1553,43,21,Product,Male,66.15736621803197,2.532656229819203,1.0,5.0,1.4713168909840142,4.392237806072024,13.6,28.3,5.8,3.2,3.6,2,0,Yes,0,21,0,1.75,35-50,,Yes
1554,47,110,Sales,Female,65.97205060676868,1.9716845792477151,3.463773386781832,3.8079256930705023,3.0139746966156635,3.512487564793568,7.8,44.9,3.0,4.3,2.4,5,0,No,0,4,0,9.166666666666666,35-50,,No
1555,24,13,Sales,Female,64.4345900372068,3.20504070633707,1.0118039151345526,3.224469041137622,3.882704981396601,3.7306777478175577,5.8,22.0,6.6,2.3,3.9,7,0,No,0,11,0,1.0833333333333333,<25,,No
1556,35,27,Sales,Female,56.447408170225685,2.970478420716105,3.4936123989861487,2.783945666813968,4.476295914887156,2.9683635777809685,8.5,5.7,1.4,2.7,3.6,1,1,No,0,23,1,2.25,25-35,,No
1557,32,100,Finance,Male,80.26017677938499,3.2597478931314803,3.593545910116806,2.2392791247099155,1.3199116103075068,4.713797826595523,3.4,20.8,0.8,4.0,3.7,4,0,No,0,18,0,8.333333333333334,25-35,,No
1558,39,7,Sales,Male,87.66696727232234,3.414111810677614,1.3657104126802455,3.990867419076952,2.51651636383883,3.876303399836704,3.4,22.9,3.3,3.4,4.2,1,0,No,0,7,0,0.5833333333333334,35-50,,No
1559,33,22,Product,Male,73.70754665199047,2.1802896250789665,5.0,4.223713594259603,3.9462266740047625,3.369937614022505,5.6,35.2,6.5,4.3,3.8,5,0,No,0,22,0,1.8333333333333333,25-35,,No
1560,44,74,Sales,Female,71.56855662562289,3.0178211340556027,3.857414226871162,3.3826430560278347,2.815721687188555,3.1896116949707927,10.4,17.6,0.5,3.8,2.6,2,0,No,0,4,0,6.166666666666667,35-50,,No
1561,33,103,Support,Female,60.16883534833945,4.105987681739807,2.8358789111261684,3.688023665575237,2.015582325830276,4.180117442345799,6.3,15.1,7.1,2.4,3.2,6,0,No,0,6,0,8.583333333333334,25-35,,No
1562,34,53,Engineering,Female,78.31199835699202,3.3084297964231126,4.918841484748667,2.763630632569101,1.444000821503992,2.754416330659266,9.7,3.5,0.9,3.6,3.5,2,0,Yes,0,2,0,4.416666666666667,25-35,,Yes
1563,46,79,Finance,Male,97.72140306932634,1.8896327584069232,1.983948101421915,3.806342771862001,2.089298465336833,1.6954124853558,11.9,26.6,3.3,3.9,3.3,6,0,No,1,79,0,6.583333333333333,35-50,,No
1564,40,79,Product,Female,68.98980333712747,3.221542972560988,2.4937460698335148,4.0851962564537,1.2050983314362709,3.36515963948201,4.7,60.2,0.2,3.7,3.4,3,0,No,0,38,0,6.583333333333333,35-50,,No
1565,57,4,Engineering,Female,65.77907908633195,2.3757724679680354,1.5304900286970913,3.27186858626589,2.860460456834025,4.37100411580291,0.1,17.3,3.8,3.1,4.9,6,0,No,0,4,0,0.3333333333333333,50+,,No
1566,29,96,Product,Male,61.34737962844268,3.545689768594932,5.0,5.0,3.97631018577866,4.732177930066206,14.0,25.4,5.1,3.3,3.7,2,0,No,0,29,0,8.0,25-35,,No
1567,50,23,HR,Female,65.6739495178172,3.936883617216716,3.899111734324803,3.030314938602471,1.7130252410913958,3.203435450909508,8.7,13.4,3.5,3.1,3.9,7,0,No,0,8,0,1.9166666666666667,35-50,,No
1568,53,119,Product,Male,35.7285405175779,1.738365913732311,4.193461610863645,3.926781283215186,3.185729741211053,3.339228897547605,6.4,4.6,0.2,2.4,2.0,4,0,No,0,36,0,9.916666666666666,50+,,No
1569,39,70,Finance,Female,73.51345794110827,4.080022316165309,3.870901110526628,4.378653775763684,3.693271029445867,3.76757738926436,2.4,25.2,2.5,2.3,4.2,7,0,No,0,26,0,5.833333333333333,35-50,,No
1570,27,88,Sales,Female,60.0094166536967,2.321019947748694,4.116390985030126,3.6381683998804943,2.9452916731516505,3.062085523022611,7.4,20.3,5.3,3.8,5.0,5,0,No,0,19,0,7.333333333333333,25-35,,No
1571,39,84,Engineering,Female,53.2973885898345,5.0,3.6702699425063914,3.549218544884407,1.2013057050827545,3.7647653535520336,0.6,8.6,2.9,2.8,4.7,7,0,No,0,17,0,7.0,35-50,,No
1572,40,101,Sales,Female,78.451576890675,3.335092002300008,3.843829208436697,2.55690707964027,3.274211554662503,3.2231384240385585,4.4,39.3,3.4,4.0,3.2,7,0,No,0,38,0,8.416666666666666,35-50,,No
1573,43,84,Engineering,Female,57.44929388952894,2.2123035431755085,3.696843092600656,4.785873196573027,2.775353055235529,4.210231431471161,1.5,25.0,2.8,3.0,5.0,2,1,No,0,35,1,7.0,35-50,,No
1574,58,76,Engineering,Female,65.86900929720171,2.280689626597447,3.052267374987649,3.5640854386659235,3.015495351399144,3.950682461788041,18.6,20.9,2.3,2.4,3.6,2,0,No,0,6,0,6.333333333333333,50+,,No
1575,53,33,Engineering,Male,87.54167449152092,3.843720878651415,3.558037711306798,4.12989233994786,2.529162754239535,4.029205049072189,13.8,14.9,2.2,3.2,3.8,6,0,No,0,33,0,2.75,50+,,No
1576,24,28,Sales,Female,52.87042514745192,3.016481996160516,3.84623511593551,4.238176390288113,3.114787426274041,3.1152141196781207,11.4,24.9,2.1,5.0,3.4,4,1,No,0,28,1,2.3333333333333335,<25,,No
1577,49,8,Support,Male,50.82436418310608,3.270173404114815,3.699494207596918,3.1973612063857977,3.3878179084469595,5.0,3.9,25.4,1.7,3.4,3.4,2,1,No,0,8,1,0.6666666666666666,35-50,,No
1578,31,1,Engineering,Male,69.2,4.625,2.2700051030220147,3.541977116567028,5.0,3.735520748141525,10.2,24.8,0.9,4.0,1.8,7,0,No,0,1,0,0.08333333333333333,25-35,,No
1579,56,37,Engineering,Female,83.73133586322558,2.720606125512844,2.3895119982524315,4.767585880594803,3.0343320683872044,3.522564648138148,6.1,32.8,2.9,3.6,4.2,4,0,No,0,7,0,3.0833333333333335,50+,,No
1580,50,63,Finance,Female,47.985717679974655,3.251391683693805,4.574557290524752,2.8062418674076444,4.557141160012673,2.615151317489725,12.3,35.5,2.1,2.4,3.4,2,0,No,0,63,0,5.25,35-50,,No
1581,36,22,Engineering,Male,74.30848983314625,4.800481224859022,3.3237053587049386,5.0,3.2957550834268763,3.212635361866301,6.9,44.1,0.8,4.7,3.4,4,0,No,1,12,0,1.8333333333333333,35-50,,No
1582,54,70,Engineering,Male,76.39905665529551,3.725442724613563,4.126252812332346,3.104101771778981,2.8004716723522467,3.402941784632372,5.0,10.0,6.3,3.3,3.8,2,0,No,0,11,0,5.833333333333333,50+,,No
1583,28,21,Engineering,Male,44.146904944577415,1.8069151354853,2.6170920812498437,2.7563860346875906,3.0765475277112926,2.5910904332181297,6.4,13.1,7.7,2.5,3.3,5,0,No,0,21,0,1.75,25-35,,No
1584,33,96,Product,Male,82.21147273938502,4.126249467186014,2.274168711018123,3.805847216550828,1.6942636303074905,3.0369145688078207,5.8,24.3,4.0,3.1,3.8,3,0,No,0,15,0,8.0,25-35,,No
1585,51,35,Support,Male,79.27227945849593,2.2449181016037505,2.8407630487214584,5.0,3.113860270752037,3.150779983707291,0.4,10.7,4.2,3.3,4.6,3,0,No,1,35,0,2.9166666666666665,50+,,No
1586,42,79,Sales,Female,69.012,5.0,3.399691436305728,2.1712272515262363,1.144,3.3503285948308963,7.2,12.6,1.9,4.1,3.9,7,0,No,0,15,0,6.583333333333333,35-50,,No
1587,52,5,Finance,Male,86.65333271577707,2.7261323486853017,3.001373730644029,3.5871874252082465,2.173333642111468,1.7135637089625562,11.8,25.7,7.2,3.0,3.5,1,0,No,0,5,0,0.4166666666666667,50+,,No
1588,45,60,HR,Male,83.71231381373238,4.933423536029928,4.764540170795143,4.081012013805244,2.94384309313381,3.1782565133661618,1.7,30.8,9.2,5.0,3.5,3,0,No,0,10,0,5.0,35-50,,No
1589,41,46,Finance,Male,69.02003545364232,4.728878647350851,3.761570971383716,3.7269199668284254,4.089982273178844,2.960388435228061,4.8,35.3,3.5,2.8,3.8,7,0,No,0,46,0,3.8333333333333335,35-50,,No
1590,58,50,Finance,Other,61.95475120600321,2.4299937708222625,5.0,4.005537336002408,4.3226243969983935,3.2812042653375904,4.6,17.7,2.4,4.0,2.9,4,1,No,0,7,1,4.166666666666667,50+,,No
1591,25,48,Finance,Male,58.62109315928187,3.4690957919477508,3.963967338664276,3.125573534262181,2.8394534203590647,4.231748909562231,13.8,25.6,5.0,1.9,3.8,4,0,No,0,48,0,4.0,<25,,No
1592,49,6,Sales,Male,69.12056536093912,4.150186683703898,1.42870426387217,3.220222523254895,3.1897173195304407,5.0,11.7,22.9,4.4,3.4,4.1,6,0,No,0,6,0,0.5,35-50,,No
1593,41,89,Engineering,Male,74.87527506083595,4.064306103789404,4.550437445812699,3.5812618822726403,3.962362469582028,3.910539479680164,8.9,20.2,2.5,3.8,3.7,3,0,No,0,23,0,7.416666666666667,35-50,,No
1594,45,56,HR,Female,67.86298714438583,4.074560295805135,2.241403539777041,2.7960895296777992,1.6185064278070809,2.189020045140297,7.4,10.2,5.4,2.6,3.3,6,0,No,0,1,0,4.666666666666667,35-50,,No
1595,53,110,Support,Female,41.618504989368994,4.603546911168785,3.807480300490205,3.6642508788478487,3.4907475053155035,2.989133743350719,14.3,8.7,6.8,4.7,3.4,4,0,No,0,110,0,9.166666666666666,50+,,No
1596,57,59,Finance,Male,87.24778573473162,3.455614983470502,2.90278434810254,3.389003765062799,1.9761071326341908,3.836366977947982,0.2,28.0,1.6,3.8,4.1,5,0,No,0,59,0,4.916666666666667,50+,,No
1597,55,104,Support,Male,72.02365008935344,3.1125560881254746,5.0,3.323963851876105,2.6381749553232807,3.7349614467861207,0.5,10.0,11.6,3.2,2.7,4,0,No,0,22,0,8.666666666666666,50+,,No
1598,57,29,Product,Male,65.26204650098863,3.142789499649537,4.895638134687122,3.9564051300789114,2.5689767495056848,4.188593161907767,11.4,1.3,0.6,3.8,2.9,6,0,No,0,29,0,2.4166666666666665,50+,,No
1599,23,71,Engineering,Female,79.3892837459037,4.215069512914905,2.932361422468418,2.2434724054405573,3.4553581270481475,3.2123841051384634,11.0,19.6,1.4,3.0,2.3,5,1,No,0,71,1,5.916666666666667,<25,,No
1600,36,104,Finance,Female,87.51139265198182,3.731035489201283,3.485378098691,3.516727917293477,3.39430367400909,2.9728497800710447,2.2,37.5,4.7,4.5,3.6,5,0,No,0,28,0,8.666666666666666,35-50,,No
1601,55,77,Finance,Male,33.945842645205204,3.607221864080647,3.820138262684296,5.0,3.727078677397397,4.877181603524435,1.8,13.5,10.7,4.3,4.3,5,0,No,0,10,0,6.416666666666667,50+,,No
1602,57,102,Product,Male,74.2996023430711,4.1527044249875145,4.37707266440545,2.8311122509395004,3.450198828464448,3.3528035430326737,15.1,16.5,2.3,3.8,4.7,2,0,No,0,25,0,8.5,50+,,No
1603,27,18,Product,Male,52.6566924600622,1.3556995266508105,3.626236721092512,4.728400397187532,3.1216537699688964,2.3849930615809964,7.5,28.1,0.8,4.0,4.8,1,0,No,1,15,0,1.5,25-35,,No
1604,33,2,Finance,Male,71.30395239912279,3.45786525380936,2.67759459055722,3.7437248967301593,4.848023800438601,4.627620291329629,9.7,1.9,5.6,2.3,3.0,6,0,No,0,2,0,0.16666666666666666,25-35,,No
1605,24,8,Engineering,Female,74.86871814039435,3.8962227494032926,2.9541972247199526,3.2176337528948658,1.3156409298028229,1.9535140577449996,2.0,17.4,3.3,4.7,3.8,4,0,No,0,8,0,0.6666666666666666,<25,,No
1606,39,75,Support,Male,73.25278027974151,4.673958520980614,3.595966383260888,2.643486672376155,4.673609860129239,1.0,8.9,6.3,6.0,3.4,3.3,2,0,No,0,12,0,6.25,35-50,,No
1607,42,97,Engineering,Male,63.83964381773679,1.9593853040665925,4.711011280888222,3.811745572228186,2.580178091131603,3.992448082233816,3.5,7.9,3.8,4.3,4.9,6,0,No,0,66,0,8.083333333333334,35-50,,No
1608,36,54,Support,Male,46.48221682726339,4.8486662620447545,3.98505407448244,4.8627176846517415,3.508891586368305,4.119630873922168,6.9,15.2,1.4,4.1,4.6,1,0,No,0,54,0,4.5,35-50,,No
1609,54,38,Product,Female,64.2753193611872,3.551058081013706,2.903926566046486,3.388631083842589,2.662340319406399,3.6726116477502218,9.4,6.5,11.0,4.3,3.7,2,0,No,0,38,0,3.1666666666666665,50+,,No
1610,56,48,Sales,Female,75.16108325910326,4.008570775092789,4.183535499938811,3.635230860210581,2.369458370448374,2.127789524407155,13.6,5.5,4.9,2.7,3.1,4,0,No,0,27,0,4.0,50+,,No
1611,47,27,Finance,Male,81.49084561441154,4.871813421080866,3.2517136450096564,4.508296680152266,3.354577192794228,3.247017130281911,3.5,19.3,9.5,2.8,1.0,6,0,No,0,27,0,2.25,35-50,,No
1612,29,20,Sales,Male,54.14774338277111,3.854342021713406,4.401367204668158,3.972696633077025,3.876128308614443,3.049648283801516,1.7,46.7,6.8,5.0,2.5,5,0,No,0,20,0,1.6666666666666667,25-35,,No
1613,57,12,Sales,Male,81.1419840900652,3.7385170962174494,5.0,2.442179376220337,3.579007954967405,2.816439890196849,15.3,29.1,1.8,2.3,2.1,2,0,Yes,0,2,0,1.0,50+,,Yes
1614,51,43,Sales,Female,63.53223157336577,3.767208553804751,3.2770562661508054,3.779109772684147,2.3338842133171176,4.570862487728351,3.8,32.1,9.6,2.6,2.4,1,0,No,0,43,0,3.5833333333333335,50+,,No
1615,44,61,Support,Male,70.3,2.641521865005623,4.321444643753734,4.909787928532479,5.0,2.35800054723148,4.6,29.6,0.1,3.5,5.0,1,1,No,0,28,1,5.083333333333333,35-50,,No
1616,35,31,Product,Female,60.29485265826749,3.201124824859669,2.9291460011660435,3.6704470508260014,4.302573670866252,3.58449400779576,15.2,11.6,7.0,3.5,2.6,1,0,No,0,19,0,2.5833333333333335,25-35,,No
1617,35,91,Product,Female,70.61731539158549,2.590785888246163,3.4989626095278323,1.5068084564180988,3.791342304207253,4.374642285296317,2.9,23.7,2.2,3.1,2.8,6,1,No,0,53,1,7.583333333333333,25-35,,No
1618,23,96,Engineering,Female,81.76192846148442,3.4600777351858483,3.6266060581848913,4.010571993272858,2.469035769257796,3.643297372787134,1.1,33.2,0.6,4.0,2.9,2,0,No,0,12,0,8.0,<25,,No
1619,58,61,Support,Male,56.55433157657808,1.183144171188259,3.425684705960057,3.5412348483647715,2.3728342117109604,4.417006535245836,9.9,29.9,0.6,4.2,5.0,7,0,No,0,61,0,5.083333333333333,50+,,No
1620,26,74,Support,Female,62.73167815168588,3.923915428943989,5.0,2.2367244688630263,2.53416092415706,3.807343250186036,0.7,22.3,1.7,3.5,3.6,7,0,No,0,42,0,6.166666666666667,25-35,,No
1621,59,67,Sales,Female,70.27318691121503,3.158751764557502,3.324066232789456,2.356633527956973,3.963406544392483,3.686414703442826,4.1,26.2,4.0,3.3,4.4,7,0,No,0,34,0,5.583333333333333,50+,,No
1622,35,109,Engineering,Male,100.0,3.2586869138946097,4.128166384906381,4.480085714631048,1.867395662924172,3.630151381948932,2.9,49.6,1.5,3.5,3.7,1,0,No,1,27,0,9.083333333333334,25-35,,No
1623,46,91,Sales,Male,61.89240766290864,3.816688658658291,1.862921817608911,3.1140938035239363,1.8537961685456827,3.852098939985135,6.1,30.1,2.1,3.1,2.0,3,0,No,0,9,0,7.583333333333333,35-50,,No
1624,41,35,Product,Male,93.60490493327796,1.9243039470304069,3.988796907032649,2.9740028954112065,3.447547533361018,2.953014812328965,5.4,16.2,5.4,2.1,4.8,6,0,No,0,35,0,2.9166666666666665,35-50,,No
1625,23,95,Finance,Male,93.42960711071576,4.874720533303682,4.627849133117023,3.671489151254665,3.3351964446421203,2.128313533314492,10.8,19.1,4.1,3.7,3.9,1,0,No,0,47,0,7.916666666666667,<25,,No
1626,27,15,Support,Male,69.33662707578179,3.437479569196035,3.1251623916788542,3.184637601344049,2.231686462109104,4.158639070316978,10.1,7.4,5.2,4.1,3.5,1,0,No,0,1,0,1.25,25-35,,No
1627,38,16,Sales,Female,68.65040715683045,3.447936103790094,1.3408000730636285,3.780038902222196,1.874796421584775,4.345568070455189,8.3,48.2,4.5,3.4,5.0,2,0,Yes,1,16,0,1.3333333333333333,35-50,,Yes
1628,46,13,Support,Male,58.928206013263136,2.2517192408618127,3.565213408055408,3.537823976450664,4.385896993368432,3.526780929815439,7.4,39.2,6.9,1.7,3.3,7,0,No,0,13,0,1.0833333333333333,35-50,,No
1629,49,113,Engineering,Female,68.70199114940088,3.411595718654327,3.615465465346976,2.740003535925086,3.249004425299562,2.806461942329067,4.6,21.0,3.8,3.0,3.5,7,0,No,0,37,0,9.416666666666666,35-50,,No
1630,23,35,Sales,Male,55.87907172745607,5.0,4.251667545669874,3.2910417611508924,1.6104641362719672,1.8980545951233256,8.7,46.2,7.0,4.2,3.3,4,0,No,0,35,0,2.9166666666666665,<25,,No
1631,56,116,Finance,Other,72.01925107216458,4.679860039844378,5.0,4.054202657047284,1.540374463917706,3.377226389931049,1.7,27.6,1.7,2.3,4.5,2,0,Yes,0,10,0,9.666666666666666,50+,,Yes
1632,58,75,Engineering,Male,87.75902394490095,4.336364547008127,3.257951714459724,3.733534432190901,2.6204880275495306,2.0859446897538256,9.1,14.8,1.8,4.1,4.3,2,0,No,1,36,0,6.25,50+,,No
1633,26,59,Support,Female,61.15431638600474,3.855472680617626,2.829340688705748,3.634446014086535,3.772841806997633,1.9599112476258669,12.0,30.9,8.1,3.1,3.8,3,0,No,0,56,0,4.916666666666667,25-35,,No
1634,22,21,Engineering,Male,65.94998239578344,2.9802061521211485,2.549773978765701,5.0,3.57500880210828,3.281341624785876,9.0,24.8,8.1,3.5,2.8,4,0,No,0,19,0,1.75,<25,,No
1635,33,115,Finance,Male,47.568642925997565,1.822485052413116,3.77827075532844,4.284830020308428,4.015678537001217,2.612607448930787,4.2,30.1,5.7,3.0,3.3,2,0,No,0,8,0,9.583333333333334,25-35,,No
1636,57,54,Sales,Female,76.4246996149216,3.4433136992524846,4.031418832936652,4.381953011857075,1.5376501925392023,3.610778600548293,11.4,3.6,1.3,2.6,2.8,3,0,No,0,3,0,4.5,50+,,No
